Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;PARIS AUSTERLITZ;87547000;FUTUROSCOPE;87324095;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DIJON VILLE;87713040;AVIGNON TGV;87318964;1;Tarif Réglementé;117.2;117.2
TGV INOUI;LYON PERRACHE;87722025;BOURG EN BRESSE;87743005;2;Tarif Normal;7.1;17.5
TGV INOUI;PARIS AUSTERLITZ;87547000;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS AUSTERLITZ;87547000;CHATELLERAULT;87575142;1;Tarif Réglementé;117.2;117.2
TGV INOUI;ANGERS ST LAUD;87484006;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;7.8;17.5
TGV INOUI;PARIS EST;87113001;TOUL;87141044;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;CHATELLERAULT;87575142;1;Tarif Réglementé;117.2;117.2
TGV INOUI;LYON PERRACHE;87722025;MOUCHARD;87718833;2;Tarif Avantage;7.8;17.5
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;PONTARLIER;87715003;1;Tarif Réglementé;117.5;117.5
TGV INOUI;MONTBARD;87713131;PONTARLIER;87715003;2;Tarif Avantage;7.8;17.5
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;PARIS NORD;87271007;BAR LE DUC;87175042;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NANTES;87481002;1;Tarif Avantage;17.0;118.0
TGV INOUI;NIORT;87485300;CHATELLERAULT;87575142;2;Tarif Avantage;7.8;17.5
TGV INOUI;LA TESTE;87582643;ARCACHON;87582668;1;Tarif Réglementé;3.9;3.9
TGV INOUI;PARIS NORD;87271007;CHARLEVILLE MEZIERES;87172007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;NANTES;87481002;1;Tarif Avantage;17.0;118.0
TGV INOUI;CULOZ;87741074;MACON LOCHE TGV;87725705;2;Tarif Avantage;8.6;17.5
TGV INOUI;LE POULIGUEN;87481762;LA BAULE ESCOUBLAC;87481754;1;Tarif Réglementé;3.9;3.9
TGV INOUI;RENNES;87471003;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;118.2;118.2
TGV INOUI;MARMANDE;87586545;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Avantage;8.6;17.5
TGV INOUI;NIMES;87775007;LE TEIL;87764472;1;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;STRASBOURG;87212027;MOUCHARD;87718833;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Réglementé;118.2;118.2
TGV INOUI;RENNES;87471003;ST BRIEUC;87473009;2;Tarif Avantage;10.5;17.5
TGV INOUI;LYON PART DIEU;87723197;LYON PERRACHE;87722025;1;Tarif Avantage;4.0;4.2
TGV INOUI;TOURS;87571000;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DOLE VILLE;87713412;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;118.2;118.2
TGV INOUI;LANNION;87473223;ST BRIEUC;87473009;2;Tarif Réglementé;13.3;17.5
TGV INOUI;POITIERS;87575001;FUTUROSCOPE;87324095;1;Tarif Réglementé;4.3;4.3
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MACON VILLE;87725689;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;118.2;118.2
TGV INOUI;QUIMPERLE;87476317;VANNES;87476606;2;Tarif Réglementé;13.3;17.5
TGV INOUI;ROUBAIX;87286732;CROIX WASQUEHAL;87286716;1;Tarif Avantage;4.8;4.9
TGV INOUI;VALOGNES;87447284;MANTES LA JOLIE;87381509;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;118.2;118.2
TGV INOUI;TOULON;87755009;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;13.3;17.5
TGV INOUI;FRASNE;87715136;PONTARLIER;87715003;1;Tarif Avantage;4.9;4.9
TGV INOUI;VALOGNES;87447284;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MULHOUSE VILLE;87182063;ALBERTVILLE;87741645;1;Tarif Réglementé;118.2;118.2
TGV INOUI;RUFFEC CHARENTE;87583849;FUTUROSCOPE;87324095;2;Tarif Réglementé;17.5;17.5
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ORANGE;87765107;1;Tarif Elève - Etudiant - Apprenti;5.0;5.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;ANGERS ST LAUD;87484006;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS AUSTERLITZ;87547000;FUTUROSCOPE;87324095;1;Tarif Réglementé;118.2;118.2
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Avantage;4.2;18.0
TGV INOUI;NANTES;87481002;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;5.0;5.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;CARENTAN;87447243;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;FUTUROSCOPE;87324095;1;Tarif Réglementé;118.2;118.2
TGV INOUI;FORBACH;87193003;LORRAINE TGV;87142109;2;Tarif Normal;7.1;18.0
TGV INOUI;BONNEVILLE;87746339;LA ROCHE SUR FORON;87746305;1;Tarif Réglementé;5.1;5.1
TGV INOUI;METZ VILLE;87192039;SAVERNE;87212225;2;Tarif Réglementé;18.2;18.2
TGV INOUI;TOURS;87571000;MEUSE TGV;87147322;1;Tarif Réglementé;118.2;118.2
TGV INOUI;NIMES;87775007;ORANGE;87765107;2;Tarif Normal;7.1;18.0
TGV INOUI;LANDRY;87741777;BOURG ST MAURICE;87741793;1;Tarif Avantage;3.6;5.3
TGV INOUI;ANTIBES;87757674;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;7.1;18.5
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SELESTAT;87214056;1;Tarif Avantage;18.5;119.0
TGV INOUI;TOULON;87755009;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;7.1;18.0
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;1;Tarif Avantage;4.9;5.3
TGV INOUI;AVIGNON SUD;87765024;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;7.1;18.5
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MELUN;87682005;1;Tarif Avantage;20.5;119.0
TGV INOUI;RENNES;87471003;REDON;87471300;2;Tarif Normal;12.9;18.0
TGV INOUI;BIARRITZ;87673400;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Avantage;4.4;6.0
TGV INOUI;MASSY PALAISEAU;87393579;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;7.1;18.5
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Avantage;21.5;119.0
TGV INOUI;AGEN;87586008;BEZIERS;87781005;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BONNEVILLE;87746339;LA ROCHE SUR FORON;87746305;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;MONACO MONTE CARLO;87756403;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;7.1;18.5
TGV INOUI;CANNES;87757625;BELLEGARDE GARE;87745000;1;Tarif Avantage;21.5;119.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CANNES;87757625;ANTIBES;87757674;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;NANTES;87481002;REDON;87471300;2;Tarif Normal;7.1;18.5
TGV INOUI;LILLE EUROPE;87223263;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;119.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;MANTES LA JOLIE TGV;87514596;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;PARIS EST;87113001;PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;2;Tarif Avantage;7.1;18.5
TGV INOUI;LILLE EUROPE;87223263;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;119.0
TGV INOUI;ANGERS ST LAUD;87484006;LORIENT;87476002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST GERVAIS LES BAINS LE FAYET;87746479;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;PARIS GARE DE LYON;87686006;PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;2;Tarif Avantage;7.1;18.5
TGV INOUI;LILLE FLANDRES;87286005;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;119.0
TGV INOUI;ANGERS ST LAUD;87484006;MASSY TGV;87393702;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOURCOING;87286542;ROUBAIX;87286732;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;MEUSE TGV;87147322;LORRAINE TGV;87142109;2;Tarif Avantage;7.8;18.5
TGV INOUI;TOUL;87141044;AGDE;87781278;1;Tarif Avantage;21.5;119.0
TGV INOUI;ANNECY;87746008;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Réglementé;18.0;18.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;MANTES LA JOLIE TGV;87514596;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;2;Tarif Normal;8.2;18.5
TGV INOUI;LAROCHE MIGENNES;87683268;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;24.5;119.0
TGV INOUI;ANNEMASSE;87745497;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LILLE FLANDRES;87286005;CROIX WASQUEHAL;87286716;1;Tarif Réglementé;6.2;6.2
TGV INOUI;CARENTAN;87447243;LISIEUX;87444265;2;Tarif Avantage;8.6;18.5
TGV INOUI;DAX;87673202;POITIERS;87575001;1;Tarif Normal;29.5;119.0
TGV INOUI;AVIGNON CENTRE;87765008;CANNES;87757625;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LANDRY;87741777;BOURG ST MAURICE;87741793;1;Tarif Réglementé;6.6;6.6
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Avantage;8.6;18.5
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ALBERTVILLE;87741645;1;Tarif Normal;31.0;119.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;THIONVILLE;87191007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CANNES;87757625;ANTIBES;87757674;1;Tarif Réglementé;6.7;6.7
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BOURG EN BRESSE;87743005;2;Tarif Avantage;8.6;18.5
TGV INOUI;AVIGNON CENTRE;87765008;CULMONT CHALINDREY;87142125;1;Tarif Réglementé;119.2;119.2
TGV INOUI;BEZIERS;87781005;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NICE VILLE;87756056;MONACO MONTE CARLO;87756403;1;Tarif Avantage;6.4;6.8
TGV INOUI;LORIENT;87476002;REDON;87471300;2;Tarif Avantage;10.5;18.5
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TOUL;87141044;1;Tarif Réglementé;119.2;119.2
TGV INOUI;BORDEAUX ST JEAN;87581009;FUTUROSCOPE;87324095;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;ROUBAIX;87286732;ARRAS;87342014;2;Tarif Réglementé;14.3;18.5
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;TOUL;87141044;1;Tarif Réglementé;119.2;119.2
TGV INOUI;BOURG ST MAURICE;87741793;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;VANNES;87476606;AURAY;87476200;1;Tarif Avantage;5.5;7.2
TGV INOUI;STRASBOURG;87212027;SARREBOURG;87215012;2;Tarif Réglementé;14.3;18.5
TGV INOUI;BREST;87474007;MASSY TGV;87393702;1;Tarif Avantage;18.5;120.0
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;7.2;7.2
TGV INOUI;TGV HAUTE PICARDIE;87313882;DOUAI;87345009;2;Tarif Réglementé;14.3;18.5
TGV INOUI;MASSY TGV;87393702;QUIMPER;87474098;1;Tarif Avantage;18.5;120.0
TGV INOUI;BREST;87474007;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;QUIMPERLE;87476317;LORIENT;87476002;1;Tarif Avantage;5.8;7.6
TGV INOUI;BOULOGNE VILLE;87317586;LILLE EUROPE;87223263;2;Tarif Avantage;17.5;18.5
TGV INOUI;MASSY TGV;87393702;ROSPORDEN;87474155;1;Tarif Avantage;18.5;120.0
TGV INOUI;BREST;87474007;ST AVRE - LA CHAMBRE;87741306;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LA TESTE;87582643;ARCACHON;87582668;1;Tarif Normal;3.6;7.7
TGV INOUI;LILLE FLANDRES;87286005;BOULOGNE VILLE;87317586;2;Tarif Avantage;17.5;18.5
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;18.5;120.0
TGV INOUI;BREST;87474007;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LOURDES;87671339;TARBES;87671008;1;Tarif Avantage;5.6;7.8
TGV INOUI;MANTES LA JOLIE TGV;87514596;MASSY PALAISEAU;87393579;2;Tarif Avantage;17.5;18.5
TGV INOUI;LA ROCHELLE VILLE;87485003;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;20.5;120.0
TGV INOUI;BREST;87474007;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE POULIGUEN;87481762;ST NAZAIRE;87481705;1;Tarif Avantage;6.1;7.9
TGV INOUI;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;2;Tarif Réglementé;18.5;18.5
TGV INOUI;LAVAL;87478404;LILLE FLANDRES;87286005;1;Tarif Avantage;21.5;120.0
TGV INOUI;CAEN;87444000;MARNE LA VALLEE CHESSY;87111849;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;ST MICHEL VALLOIRE;87742361;1;Tarif Avantage;6.1;8.0
TGV INOUI;BEZIERS;87781005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;7.1;19.0
TGV INOUI;LYON PERRACHE;87722025;POITIERS;87575001;1;Tarif Avantage;21.5;120.0
TGV INOUI;CALAIS VILLE;87317263;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BEAUNE;87713545;CHALON SUR SAONE;87725002;1;Tarif Avantage;7.8;8.1
TGV INOUI;PORNICHET;87481747;NANTES;87481002;2;Tarif Normal;7.1;19.0
TGV INOUI;CULMONT CHALINDREY;87142125;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24.5;120.0
TGV INOUI;CHATEAUROUX;87597005;MARNE LA VALLEE CHESSY;87111849;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PORNICHET;87481747;LE CROISIC;87481788;1;Tarif Réglementé;8.1;8.1
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;8.2;19.0
TGV INOUI;CHERBOURG;87444877;MONTBARD;87713131;1;Tarif Normal;26.5;120.0
TGV INOUI;CHERBOURG;87444877;EVREUX  NORMANDIE;87387001;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;GROISY THORENS LA CAILLE;87746248;BONNEVILLE;87746339;1;Tarif Avantage;8.0;8.2
TGV INOUI;BAYEUX;87444067;BERNAY;87444299;2;Tarif Avantage;8.6;19.0
TGV INOUI;CHATELLERAULT;87575142;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.5;120.0
TGV INOUI;CLUSES  74;87746370;MORLAIX;87474338;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CULOZ;87741074;AIX LES BAINS - LE REVARD;87741132;1;Tarif Réglementé;8.2;8.2
TGV INOUI;LISON;87447219;BERNAY;87444299;2;Tarif Avantage;8.6;19.0
TGV INOUI;FUTUROSCOPE;87324095;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.5;120.0
TGV INOUI;COLMAR;87182014;CHALON SUR SAONE;87725002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NURIEUX;87743351;BOURG EN BRESSE;87743005;1;Tarif Avantage;8.0;8.3
TGV INOUI;NIMES;87775007;LE TEIL;87764472;2;Tarif Avantage;8.6;19.0
TGV INOUI;AVIGNON CENTRE;87765008;NANCY;87141002;1;Tarif Avantage;35.0;120.0
TGV INOUI;DIJON VILLE;87713040;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOURCOING;87286542;ROUBAIX;87286732;1;Tarif Normal;5.6;8.5
TGV INOUI;BESANCON - F COMTE TGV;87300863;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ECOLE VALENTIN;87710731;1;Tarif Avantage;36.0;120.0
TGV INOUI;DIJON VILLE;87713040;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CLUSES  74;87746370;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Réglementé;8.8;8.8
TGV INOUI;BESANCON VIOTTE;87718007;MASSY TGV;87393702;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ECOLE VALENTIN;87710731;1;Tarif Avantage;36.0;120.0
TGV INOUI;DUNKERQUE;87281006;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AIME LA PLAGNE;87741769;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LE CREUSOT - MONTCEAU TGV;87694109;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;LYON PART DIEU;87723197;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;120.4;120.4
TGV INOUI;GRENOBLE;87747006;AIX LES BAINS - LE REVARD;87741132;2;Tarif Réglementé;18.0;18.0
TGV INOUI;CARENTAN;87447243;LISON;87447219;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LILLE EUROPE;87223263;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;METZ VILLE;87192039;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;120.4;120.4
TGV INOUI;LAVAL;87478404;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AIX LES BAINS - LE REVARD;87741132;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST DIE DES VOSGES;87144014;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;BELFORT VILLE;87184002;PARIS GARE DE LYON;87686006;1;Tarif Avantage;17.0;121.0
TGV INOUI;LAVAL;87478404;PARIS AUSTERLITZ;87547000;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;HAZEBROUCK;87286302;ST OMER;87281444;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;MASSY PALAISEAU;87393579;1;Tarif Avantage;17.0;121.0
TGV INOUI;LAVAL;87478404;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;JUVISY TGV;87496695;MARNE LA VALLEE CHESSY;87111849;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LUNEVILLE;87141150;SAVERNE;87212225;2;Tarif Normal;8.0;19.5
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;MASSY TGV;87393702;1;Tarif Avantage;17.0;121.0
TGV INOUI;LAVAL;87478404;VERSAILLES CHANTIERS;87393009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;ST NAZAIRE;87481705;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;MORCENX;87673103;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;8.2;19.5
TGV INOUI;AGEN;87586008;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;21.5;121.0
TGV INOUI;LE MANS;87396002;GUINGAMP;87473207;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PORNICHET;87481747;ST NAZAIRE;87481705;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LONS LE SAUNIER;87718239;2;Tarif Avantage;8.6;19.5
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Avantage;21.5;121.0
TGV INOUI;LE MANS;87396002;LA BAULE ESCOUBLAC;87481754;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TOULON;87755009;HYERES;87755629;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;SAUMUR;87487603;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Avantage;9.3;19.5
TGV INOUI;MONTBARD;87713131;LISIEUX;87444265;1;Tarif Normal;24.5;121.0
TGV INOUI;LE MANS;87396002;MARNE LA VALLEE CHESSY;87111849;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BEZIERS;87781005;NARBONNE;87781104;1;Tarif Avantage;4.9;9.2
TGV INOUI;ROUBAIX;87286732;ARRAS;87342014;2;Tarif Normal;11.2;19.5
TGV INOUI;NIMES;87775007;BELLEGARDE GARE;87745000;1;Tarif Normal;24.5;121.0
TGV INOUI;LE MANS;87396002;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LES ARCS DRAGUIGNAN;87755447;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;5.6;9.2
TGV INOUI;BEZIERS;87781005;CARCASSONNE;87615286;2;Tarif Réglementé;15.4;19.5
TGV INOUI;DIJON VILLE;87713040;NIMES;87775007;1;Tarif Réglementé;121.4;121.4
TGV INOUI;LE MANS;87396002;PLOUARET TREGOR;87473181;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;MARSEILLE BLANCARDE;87751081;1;Tarif Avantage;5.9;9.2
TGV INOUI;BOURG ST MAURICE;87741793;ALBERTVILLE;87741645;2;Tarif Réglementé;15.4;19.5
TGV INOUI;LILLE EUROPE;87223263;VIERZON VILLE;87576009;1;Tarif Réglementé;121.4;121.4
TGV INOUI;LIBOURNE;87584052;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;METZ VILLE;87192039;THIONVILLE;87191007;1;Tarif Avantage;7.4;9.2
TGV INOUI;MORCENX;87673103;BAYONNE;87673004;2;Tarif Réglementé;19.5;19.5
TGV INOUI;LILLE FLANDRES;87286005;VIERZON VILLE;87576009;1;Tarif Réglementé;121.4;121.4
TGV INOUI;LILLE EUROPE;87223263;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MODANE;87742007;ST MICHEL VALLOIRE;87742361;1;Tarif Réglementé;9.2;9.2
TGV INOUI;AGEN;87586008;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;7.1;20.0
TGV INOUI;LORRAINE TGV;87142109;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;121.4;121.4
TGV INOUI;LILLE FLANDRES;87286005;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BETHUNE;87342006;LENS;87345025;1;Tarif Réglementé;9.4;9.4
TGV INOUI;AIME LA PLAGNE;87741769;BOURG EN BRESSE;87743005;2;Tarif Avantage;8.6;20.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;121.4;121.4
TGV INOUI;LILLE FLANDRES;87286005;MASSY TGV;87393702;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST GERVAIS LES BAINS LE FAYET;87746479;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Normal;4.8;9.5
TGV INOUI;DAX;87673202;LOURDES;87671339;2;Tarif Avantage;8.6;20.0
TGV INOUI;LILLE EUROPE;87223263;LA SOUTERRAINE;87592378;1;Tarif Avantage;21.5;122.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;LES AUBRAIS;87543017;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
